collection_no	occurrences.genus_reso	occurrences.genus_name	original.genus_reso	original.genus_name	collections.reference_no	collections.country	collections.state	collections.county	collections.latdec	collections.lngdec	collections.period	collections.10_my_bin	collections.ma_max	collections.ma_min
53493	"n. gen."	Graciliraptor			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493	"n. gen."	Mei			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493	"n. gen."	Incisivosaurus			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493	"n. gen."	Jeholosaurus			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493	cf.	Euhelopus			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493		Psittacosaurus	"n. gen."	Hongshanosaurus	14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493	"n. gen."	Sinusonasus			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53493	"n. gen."	Sinovenator			14918	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous	"Cretaceous 3"	125.000	112.000
53494	"n. gen."	Alaskacephale		Pachycephalosaurinae	14424	"United States"	Alaska	"North Slope"	69.91745	-151.19457	Cretaceous	"Cretaceous 7"	83.500	70.600
53514	cf.	Sphaerotholus			18013	"United States"	"New Mexico"	"San Juan"	36.4852814	-108.5686946	Cretaceous	"Cretaceous 7"	83.500	70.600
53514		Bistahieversor		Daspletosaurus	18013	"United States"	"New Mexico"	"San Juan"	36.4852814	-108.5686946	Cretaceous	"Cretaceous 7"	83.500	70.600
53515	"n. gen."	Sphaerotholus			14450	"United States"	"New Mexico"	"San Juan"	36.269444	-108.166944	Cretaceous	"Cretaceous 7"	83.500	70.600
53516		Sphaerotholus		Stegoceras	14450	"United States"	Montana	Carter	45.7845	-104.9529	Cretaceous	"Cretaceous 8"	70.600	65.000
53520		Megalosaurus			23773	"United Kingdom"	England	Oxfordshire	51.860378	-1.298558	Jurassic	"Jurassic 4"	167.700	164.700
53520		Cetiosaurus		Ceteosaurus	23773	"United Kingdom"	England	Oxfordshire	51.860378	-1.298558	Jurassic	"Jurassic 4"	167.700	164.700
53520	cf.	Cetiosaurus			23773	"United Kingdom"	England	Oxfordshire	51.860378	-1.298558	Jurassic	"Jurassic 4"	167.700	164.700
53521		Streptospondylus			29200	"United Kingdom"	England	Oxfordshire	51.943611	-1.542222	Jurassic	"Jurassic 4"	171.600	167.700
53658	"n. gen."	Tienshanosaurus			24250	China	Xinjiang		45.9667	85.4500	Jurassic	"Jurassic 5"	161.200	155.700
53662		Mamenchisaurus			15609	China	Sichuan	Hechuan	30.1000	103.8000	Jurassic	"Jurassic 5"	161.200	155.700
53665		Omeisaurus			28519	China	Sichuan	Zizhong	29.8000	104.8500	Jurassic		175.600	161.200
53670	"n. gen."	Bellusaurus			9264	China	Xinjiang		44.876458	89.183078	Jurassic	"Jurassic 5"	164.700	161.200
53671		Omeisaurus			14475	China	Gansu		33.1833	104.4833	Jurassic		175.600	161.200
53674		Mantellisaurus		Heterosaurus	14478	France	Haute-Marne		48.5000	4.9500	Cretaceous	"Cretaceous 2"	136.400	130.000
53675		Iguanodon			14478	France	Meuse		48.6833	5.167	Cretaceous	"Cretaceous 2"	130.000	125.000
53676		Mantellisaurus		Iguanodon	14478	France	Meuse		48.6167	5.833	Cretaceous	"Cretaceous 2"	130.000	125.000
53677		Iguanodon			14478	France	Haute-Marne		48.6333	4.9500	Cretaceous	"Cretaceous 2"	130.000	125.000
53678		Iguanodon			14478	France	Haute-Marne		48.5167	4.9167	Cretaceous	"Cretaceous 3"	125.000	112.000
53680		Cetiosauriscus		Cetiosaurus	30971	"United Kingdom"	England	Cambridgeshire	52.5833	-0.25	Jurassic	"Jurassic 5"	164.700	161.200
53683		Callovosaurus		Dryosaurus	12658	"United Kingdom"	England	Cambridgeshire	52.560000	-0.238333	Jurassic	"Jurassic 5"	164.700	161.200
53824		Leptoceratops			14489	"United States"	Wyoming	Teton	44.060000	-110.376111	Cretaceous	"Cretaceous 8"	70.600	65.000
53826	"n. gen."	Navahopus			14491	"United States"	Arizona	Coconino	36.166667	-111.2	Jurassic		196.500	183.000
53829		Plateosaurus			14493	"United Kingdom"	England	Nottinghamshire	53.034722	-0.810833	Triassic	"Triassic 4"	203.600	199.600
53834		Megaloolithus			14215	France	Hérault		43.4167	2.9500	Cretaceous	"Cretaceous 8"	70.600	65.000
53835		Probactrosaurus		Probactrosaurus	14382	China	"Nei Monggol"		40.2717	105.7500	Cretaceous		130.000	99.600
53836	"n. gen."	Probactrosaurus			14382	China	"Nei Monggol"		40.2717	105.7500	Cretaceous		130.000	99.600
53890	"n. gen."	Galvesaurus		Camarasauridae	38318	Spain	Aragón	Teruel	40.662961	-0.884602	Jurassic	"Jurassic 6"	150.800	145.500
53891		Polacanthus			14497	"United Kingdom"	England	"Isle of Wight"	51.550000	-1.266667	Cretaceous		136.400	112.000
53893	"n. gen."	Samrukia			14530	Kazakstan	Qyzylorda		46.762545	64.328973	Cretaceous		85.800	70.600
53896	?	Parasaurolophus			12626	"United States"	"New Mexico"	"San Juan"	36.277778	-108.256111	Cretaceous	"Cretaceous 7"	83.500	70.600
53899	cf.	Parasaurolophus			12626	"United States"	"New Mexico"	"San Juan"	36.500000	-108.083333	Cretaceous	"Cretaceous 7"	83.500	70.600
53910		Parabrontopodus			14523	France	Jura		46.3167	5.5833	Jurassic	"Jurassic 6"	150.800	145.500
53911		Parabrontopodus		Sauropoda	14523	France	Jura		46.3167	5.5833	Jurassic	"Jurassic 6"	150.800	145.500
53916		Amblydactylus		Iguanodontipus	14525	Germany	"Lower Saxony"		52.4333	9.1833	Cretaceous	"Cretaceous 1"	145.500	140.200
53918		Lirainosaurus		Titanosauridae	30625	Spain	Valencia		39.6	-0.9667	Cretaceous	"Cretaceous 7"	83.500	70.600
53918		Rhabdodon			30625	Spain	Valencia		39.6	-0.9667	Cretaceous	"Cretaceous 7"	83.500	70.600
53918	?	Struthiosaurus		Nodosauridae	30625	Spain	Valencia		39.6	-0.9667	Cretaceous	"Cretaceous 7"	83.500	70.600
53950		Erectopus		Megalosaurus	19137	France	Meuse		48.8667	5.667	Cretaceous	"Cretaceous 4"	112.000	99.600
53952		Polacanthus			14557	"United Kingdom"	England	"Isle of Wight"	50.601924	-1.339403	Cretaceous	"Cretaceous 4"	112.000	99.600
53966		Cetiosaurus			19135	France	Pas-de-Calais		50.706454	1.573869	Jurassic	"Jurassic 6"	150.800	145.500
53966		Megalosaurus		Megalosaurus	19135	France	Pas-de-Calais		50.706454	1.573869	Jurassic	"Jurassic 6"	150.800	145.500
53967		Camptosaurus		Iguanodon	14128	France	Pas-de-Calais		50.7667	1.6333	Jurassic		155.700	145.500
53967		Duriatitan		Caulodon	14128	France	Pas-de-Calais		50.7667	1.6333	Jurassic		155.700	145.500
53976		Stegoceras		Troodon	14571	Canada	Alberta		50.815033	-111.595359	Cretaceous	"Cretaceous 7"	76.8	75.3
53981		Chasmosaurus			38106	"United States"	"New Mexico"	"San Juan"	36.3597278	-108.5661944	Cretaceous		83.500	65.000
53982		Pentaceratops		Ceratopsidae	38106	"United States"	"New Mexico"	"San Juan"	36.2857	-108.227	Cretaceous	"Cretaceous 7"	71.8	71.6
53996		Hypacrosaurus		Lambeosaurinae	14583	"United States"	Montana	Pondera	48.463611	-112.47	Cretaceous	"Cretaceous 7"	83.8	73.7
53999		Cerasinops		Ceratopsia	38107	"United States"	Montana	Pondera	48.463611	-112.47	Cretaceous	"Cretaceous 7"	83.500	70.600
54000		Cerasinops		Leptoceratops	14586	"United States"	Montana	Pondera	48.463611	-112.47	Cretaceous	"Cretaceous 7"	83.500	70.600
54002		Nanotyrannus		Gorgosaurus	14592	"United States"	Montana	Carter	45.5008	-104.1597	Cretaceous	"Cretaceous 8"	70.600	65.000
54003		Jeholosauripus			14594	China	Liaoning		41.196667	120.310278	Cretaceous	"Cretaceous 3"	125.000	112.000
54005		Phuwiangosaurus			31132	Thailand	Kalasin		16.537498	104.148190	Cretaceous		130.000	112.000
54006		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54008		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54009		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54010		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54011		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54012		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54013		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54014		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3130	-106.4463	Triassic	"Triassic 4"	216.500	203.600
54079	"n. gen."	Labocania			14601	Mexico	"Baja California"		30.333	-115.7333	Cretaceous	"Cretaceous 7"	83.500	70.600
54080		Thescelosaurus			12623	"United States"	Montana		47.769722	-106.195	Cretaceous	"Cretaceous 8"	79.2	65.4
54081		Thescelosaurus			12623	"United States"	Montana	Dawson	47.682778	-105.977778	Cretaceous	"Cretaceous 8"	79.2	65.4
54083		Carcharodontosaurus			14609	Egypt	"Al Wadi al Jadid"		25.617778	29.290556	Cretaceous	"Cretaceous 7"	83.500	70.600
54083		Spinosaurus			14609	Egypt	"Al Wadi al Jadid"		25.617778	29.290556	Cretaceous	"Cretaceous 7"	83.500	70.600
54095	"n. gen."	Nemegtomaia	"n. gen."	Ingenia	14617	Mongolia			43.491667	101.275000	Cretaceous	"Cretaceous 8"	70.600	65.000
54103		Alamosaurus			14618	"United States"	"New Mexico"	"San Juan"	36.1693	-107.7987	Cretaceous	"Cretaceous 8"	92.4	92.2
54104	"n. gen."	Nodocephalosaurus			14623	"United States"	"New Mexico"	"San Juan"	36.3439	-108.2091	Cretaceous	"Cretaceous 7"	83.500	70.600
54105	?	Dromaeosaurus			14627	Canada	Saskatchewan		49.516667	-108.816667	Cretaceous	"Cretaceous 8"	81.7	65.5
54105	cf.	Triceratops			14627	Canada	Saskatchewan		49.516667	-108.816667	Cretaceous	"Cretaceous 8"	81.7	65.5
54105		Tyrannosaurus			14627	Canada	Saskatchewan		49.516667	-108.816667	Cretaceous	"Cretaceous 8"	81.7	65.5
54105		Triceratops			14627	Canada	Saskatchewan		49.516667	-108.816667	Cretaceous	"Cretaceous 8"	81.7	65.5
54139		Albertosaurus			14626	"United States"	Alabama	Barbour	32.1258	-85.3172	Cretaceous		85.800	70.600
54141		Caririchnium			14518	"United States"	"New Mexico"	Harding	36.047500	-104.376944	Cretaceous	"Cretaceous 4"	112.000	99.600
54143		Caririchnium			14518	"United States"	"New Mexico"	Colfax	36.4884	-104.533	Cretaceous	"Cretaceous 4"	112.000	99.600
54144		Eubrontes		Grallator	14637	"United States"	Pennsylvania	Montgomery	40.224167	-75.43	Triassic	"Triassic 4"	216.500	203.600
54144		Eubrontes		Coelurosaurichnus	14637	"United States"	Pennsylvania	Montgomery	40.224167	-75.43	Triassic	"Triassic 4"	216.500	203.600
54144		Anchisauripus		Atreipus	14637	"United States"	Pennsylvania	Montgomery	40.224167	-75.43	Triassic	"Triassic 4"	216.500	203.600
54167		Coelophysis			9090	"United States"	"New Mexico"	"Rio Arriba"	36.2052966	-106.3394737	Triassic	"Triassic 4"	216.500	203.600
54168		Coelophysis			14598	"United States"	"New Mexico"	"Rio Arriba"	36.3393	-106.8745	Triassic	"Triassic 4"	216.500	203.600
54176		Edmontosaurus		Anatosaurus	14648	"United States"	Wyoming	Niobrara	43.488889	-104.610556	Cretaceous	"Cretaceous 8"	65.6	65.4
54177		Triceratops			14648	"United States"	Wyoming	Niobrara	43.488889	-104.610556	Cretaceous	"Cretaceous 8"	81.7	65.2
54178		Edmontosaurus	""""	Trachodon	12385	"United States"	Wyoming	Niobrara	43.488889	-104.610556	Cretaceous	"Cretaceous 8"	70.600	65.000
54179		Triceratops			14648	"United States"	Wyoming	Niobrara	43.301667	-104.366389	Cretaceous	"Cretaceous 8"	81.7	65.2
55192	"n. gen."	Heyuannia			14652	China	Guangdong		24.1789	114.8200	Cretaceous	"Cretaceous 8"	70.600	65.000
55194		Magnoavipes			14666	"United States"	Colorado	"Las Animas"	37.727500	-104.175	Cretaceous	"Cretaceous 4"	112.000	99.600
55194		Caririchnium			14666	"United States"	Colorado	"Las Animas"	37.727500	-104.175	Cretaceous	"Cretaceous 4"	112.000	99.600
55196		Caririchnium			14666	"United States"	Colorado	Boulder	39.932222	-105.276667	Cretaceous	"Cretaceous 4"	112.000	99.600
55196		Magnoavipes			14666	"United States"	Colorado	Boulder	39.932222	-105.276667	Cretaceous	"Cretaceous 4"	112.000	99.600
55197		Caririchnium			19038	"United States"	Colorado	Boulder	40.014722	-105.270278	Cretaceous	"Cretaceous 4"	112.000	99.600
55198		Magnoavipes			14666	"United States"	Colorado	Jefferson	39.755278	-105.220833	Cretaceous	"Cretaceous 4"	112.000	99.600
55198		Caririchnium			14666	"United States"	Colorado	Jefferson	39.755278	-105.220833	Cretaceous	"Cretaceous 4"	112.000	99.600
55199		Caririchnium			14666	"United States"	Colorado	Jefferson	39.851667	-105.257222	Cretaceous	"Cretaceous 4"	112.000	99.600
55200		Caririchnium			19038	"United States"	Colorado	Jefferson	39.652222	-105.141111	Cretaceous	"Cretaceous 4"	112.000	99.600
55200		Magnoavipes			19038	"United States"	Colorado	Jefferson	39.652222	-105.141111	Cretaceous	"Cretaceous 4"	112.000	99.600
55201		Magnoavipes			14666	"United States"	Colorado	Douglas	39.473611	-105.085	Cretaceous	"Cretaceous 4"	112.000	99.600
55201		Caririchnium			14666	"United States"	Colorado	Douglas	39.473611	-105.085	Cretaceous	"Cretaceous 4"	112.000	99.600
55202		Caririchnium			14666	"United States"	Colorado	"El Paso"	38.528333	-104.830278	Cretaceous	"Cretaceous 4"	112.000	99.600
55203		Magnoavipes			14666	"United States"	Oklahoma	Cimarron	36.995277	-102.9831945	Cretaceous	"Cretaceous 4"	112.000	99.600
55203		Caririchnium			14666	"United States"	Oklahoma	Cimarron	36.995277	-102.9831945	Cretaceous	"Cretaceous 4"	112.000	99.600
55204		Caririchnium			14666	"United States"	Colorado	Baca	36.945000	-102.780833	Cretaceous	"Cretaceous 4"	112.000	99.600
55204		Magnoavipes			14666	"United States"	Colorado	Baca	36.945000	-102.780833	Cretaceous	"Cretaceous 4"	112.000	99.600
55205		Caririchnium			19038	"United States"	Colorado	"El Paso"	38.668611	-104.841944	Cretaceous	"Cretaceous 4"	112.000	99.600
55219	cf.	Ceratosaurus	cf.	Megalosaurus	14674	Switzerland			47.4247	7.4759	Jurassic	"Jurassic 5"	161.200	155.700
55235		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55246		Deinonychus			14710	"United States"	Montana		45.260000	-108.409722	Cretaceous	"Cretaceous 4"	100.6	99.7
55246		Sauropelta		Nodosauridae	14710	"United States"	Montana		45.260000	-108.409722	Cretaceous	"Cretaceous 4"	100.6	99.7
55246		Microvenator			14710	"United States"	Montana		45.260000	-108.409722	Cretaceous	"Cretaceous 4"	100.6	99.7
55253	aff.	Protoceratops			14738	Mongolia			45.100000	110.416667	Cretaceous		99.600	65.000
55256	"n. gen."	Elsornis			14738	Mongolia	Omnogov		44.228333	103.302778	Cretaceous	"Cretaceous 7"	83.500	70.600
55256		Velociraptor		Velociraptor	14738	Mongolia	Omnogov		44.228333	103.302778	Cretaceous	"Cretaceous 7"	83.500	70.600
55256		Protoceratops		Protoceratops	14738	Mongolia	Omnogov		44.228333	103.302778	Cretaceous	"Cretaceous 7"	83.500	70.600
55256		Pinacosaurus			14738	Mongolia	Omnogov		44.228333	103.302778	Cretaceous	"Cretaceous 7"	83.500	70.600
55256		Shuvuuia		Mononykus	14738	Mongolia	Omnogov		44.228333	103.302778	Cretaceous	"Cretaceous 7"	83.500	70.600
55257		Saurolophus			14738	Mongolia	Omnogov		43.883333	100.025000	Cretaceous	"Cretaceous 8"	70.600	65.000
55257		Gallimimus			14738	Mongolia	Omnogov		43.883333	100.025000	Cretaceous	"Cretaceous 8"	70.600	65.000
55257		Tarbosaurus			14738	Mongolia	Omnogov		43.883333	100.025000	Cretaceous	"Cretaceous 8"	70.600	65.000
55257		Nomingia			14738	Mongolia	Omnogov		43.883333	100.025000	Cretaceous	"Cretaceous 8"	70.600	65.000
55258	aff.	Gobipteryx			14738	Mongolia	Omnogov		43.15	99.45	Cretaceous	"Cretaceous 7"	83.500	70.600
55258		Tarbosaurus			14738	Mongolia	Omnogov		43.15	99.45	Cretaceous	"Cretaceous 7"	83.500	70.600
55259	cf.	Eubrontes	cf.	Grallator	14750	"United States"	Colorado	Mesa	38.646605	-108.914369	Triassic	"Triassic 4"	216.500	203.600
55259	?	Pseudotetrasauropus			14750	"United States"	Colorado	Mesa	38.646605	-108.914369	Triassic	"Triassic 4"	216.500	203.600
55260		Eubrontes		Grallator	14758	"United States"	Massachusetts	Hampden	42.236667	-72.661944	Jurassic	"Jurassic 1"	199.600	196.500
55260		Eubrontes		Anchisauripus	14758	"United States"	Massachusetts	Hampden	42.236667	-72.661944	Jurassic	"Jurassic 1"	199.600	196.500
55260		Eubrontes			14758	"United States"	Massachusetts	Hampden	42.236667	-72.661944	Jurassic	"Jurassic 1"	199.600	196.500
55264	"n. gen."	Megaraptor		Tetanurae	14755	Argentina	Neuquén		-38.9	-69.55	Cretaceous	"Cretaceous 6"	89.300	85.800
55266		Montanoceratops		Leptoceratops	14769	"United States"	Montana	Glacier	48.858056	-112.735833	Cretaceous	"Cretaceous 8"	70.600	65.000
55267		Montanoceratops			14768	"United States"	Montana	Glacier	48.699167	-112.432222	Cretaceous	"Cretaceous 8"	70.600	65.000
55268		Majungasaurus			14771	Madagascar	Mahajunga		-15.907778	46.582222	Cretaceous	"Cretaceous 8"	70.600	65.000
55270		Majungasaurus			14771	Madagascar	Mahajunga		-15.900833	46.602778	Cretaceous	"Cretaceous 8"	70.600	65.000
55271		Majungasaurus			14771	Madagascar	Mahajunga		-15.907778	46.582222	Cretaceous	"Cretaceous 8"	70.600	65.000
55272	"n. gen."	Unenlagia		Maniraptora	14755	Argentina	Neuquén		-38.9	-69.55	Cretaceous	"Cretaceous 6"	89.300	85.800
55274		Psittacosaurus		Psittacosaurus	14779	China	"Nei Mongol"		40.15	107.4	Cretaceous		145.500	99.600
55274		Psittacosaurus		Protiguanodon	14779	China	"Nei Mongol"		40.15	107.4	Cretaceous		145.500	99.600
55274		Psittacosaurus	?	Psittacosaurus	14779	China	"Nei Mongol"		40.15	107.4	Cretaceous		145.500	99.600
55275		Lufengosaurus		Gyposaurus	14780	China	Yunnan	Lufeng	25.173083	102.86720	Jurassic		199.600	175.600
55286		Triceratops			6835	"United States"	"New Mexico"	Sierra	33.154167	-107.192222	Cretaceous	"Cretaceous 8"	81.7	65.2
55287		Tyrannosaurus			6835	"United States"	"New Mexico"	Sierra	33.154167	-107.192222	Cretaceous	"Cretaceous 8"	82.1	65.3
55295		Parasaurolophus			28704	"United States"	"New Mexico"	"San Juan"	36.3148	-108.485	Cretaceous	"Cretaceous 7"	78.4	78.2
55297		Allosaurus			14789	China	Shanxi		40.2667	113.1500	Jurassic		161.200	145.500
55306	"n. gen."	Jeholosauripus			14778	China	Liaoning		41.196667	120.310278			150.800	136.400
55316		Eubrontes		Grallator	14684	France			44.4500	4.1500	Triassic	"Triassic 3"	228.000	216.500
55316		Coelurosaurichnus			14684	France			44.4500	4.1500	Triassic	"Triassic 3"	228.000	216.500
55317		Gryposaurus		Kritosaurus	14884	Canada	Alberta		50.739852	-111.514576	Cretaceous	"Cretaceous 7"	83.500	70.600
55320		Camarasaurus			14803	"United States"	Wyoming	"Hot Springs"	43.622527	-108.184589	Jurassic		155.700	145.500
55320		Apatosaurus			14803	"United States"	Wyoming	"Hot Springs"	43.622527	-108.184589	Jurassic		155.700	145.500
55320		Diplodocus			14803	"United States"	Wyoming	"Hot Springs"	43.622527	-108.184589	Jurassic		155.700	145.500
55323		Stegosaurus			14966	"United States"	Wyoming	"Big Horn"	41.9163	-106.3569	Jurassic		155.700	145.500
55323		Apatosaurus			14966	"United States"	Wyoming	"Big Horn"	41.9163	-106.3569	Jurassic		155.700	145.500
55325		Brontopodus	cf.	Brontopodus	28125	"United States"	Utah	Kane	37.676506	-111.499833	Jurassic	"Jurassic 5"	164.700	161.200
55329		Stegosaurus			14818	"United States"	Colorado		39.167778	-108.774722	Jurassic		155.700	145.500
55329		Camarasaurus			14818	"United States"	Colorado		39.167778	-108.774722	Jurassic		155.700	145.500
55329		Camarasaurus			14818	"United States"	Colorado		39.167778	-108.774722	Jurassic		155.700	145.500
55330		Allosaurus			14822	"United States"	Wyoming	Carbon	41.8	-106.59	Jurassic		155.700	145.500
55331		Eubrontes		Anchisauripus	23479	"United States"	Massachusetts	Hampden	42.197228	-72.644186	Jurassic	"Jurassic 1"	199.600	196.500
55331		Anomoepus			23479	"United States"	Massachusetts	Hampden	42.197228	-72.644186	Jurassic	"Jurassic 1"	199.600	196.500
55331		Eubrontes			23479	"United States"	Massachusetts	Hampden	42.197228	-72.644186	Jurassic	"Jurassic 1"	199.600	196.500
55331		Eubrontes		Grallator	23479	"United States"	Massachusetts	Hampden	42.197228	-72.644186	Jurassic	"Jurassic 1"	199.600	196.500
55334		Cedarpelta			16850	"United States"	Utah	Carbon	39.179	-110.106	Cretaceous		125.000	99.600
55334	"n. gen."	Peloroplites		Nodosauridae	16850	"United States"	Utah	Carbon	39.179	-110.106	Cretaceous		125.000	99.600
55335		Erectopus		Megalosaurus	19137	France	Ardennes		49.3333	4.8667	Cretaceous	"Cretaceous 4"	112.000	99.600
55335		Hylaeosaurus			19137	France	Ardennes		49.3333	4.8667	Cretaceous	"Cretaceous 4"	112.000	99.600
55336		Erectopus		Megalosaurus	14128	France	Meuse		48.7833	5.1667	Cretaceous	"Cretaceous 4"	112.000	99.600
55337		Erectopus	aff.	Cionodon	19137	France	Pas-de-Calais		49.4667	1.8667	Cretaceous	"Cretaceous 4"	112.000	99.600
55339		Lesothosaurus			14838	Lesotho			-29.85	27.250000	Jurassic	"Jurassic 1"	199.600	189.600
55340	"n. gen."	Stormbergia		Heterodontosaurus	25375	Lesotho			-30.35	27.75	Jurassic	"Jurassic 1"	199.600	189.600
55342		Lesothosaurus			10598	Lesotho	Quthing		-30.4	27.6500	Jurassic	"Jurassic 1"	199.600	189.600
55343		Lesothosaurus		Lesothosaurus	25375	Lesotho	Quthing		-30.4	27.516667	Jurassic	"Jurassic 1"	199.600	189.600
55343		Massospondylus			25375	Lesotho	Quthing		-30.4	27.516667	Jurassic	"Jurassic 1"	199.600	189.600
55349	"n. gen."	Hesperosaurus		Stegosauridae	14842	"United States"	Wyoming	Johnson	44.348056	-106.698889	Jurassic	"Jurassic 5"	155.700	150.800
55350		Marshosaurus			17241	"United States"	Utah	Uintah	40.473333	-109.182222	Jurassic		155.700	145.500
55351	"n. gen."	Mapusaurus		Carcharodontosauridae	14845	Argentina	Neuquén		-39.063889	-69.286944	Cretaceous		125.000	93.500
55352		Centrosaurus	cf.	Monoclonius	18553	Canada	Alberta		50.74224	-111.507176	Cretaceous	"Cretaceous 7"	89.1	81.9
55353		Triceratops			14848	"United States"	Montana	Garfield	47.5667	-107.833	Cretaceous	"Cretaceous 8"	71.0	65.4
55353		Tyrannosaurus			14848	"United States"	Montana	Garfield	47.5667	-107.833	Cretaceous	"Cretaceous 8"	71.0	65.4
55354		Triceratops			14848	"United States"	Montana	McCone	47.6000	-106.2167	Cretaceous	"Cretaceous 8"	81.7	65.2
55355		Triceratops			14848	"United States"	Montana	McCone	47.6833	-106.2167	Cretaceous	"Cretaceous 8"	81.7	65.2
55363	?	Ornithomimus			14866	Canada	Alberta		51.995833	-112.883333	Cretaceous	"Cretaceous 8"	70.600	65.000
55363	"n. gen."	Albertonykus			14866	Canada	Alberta		51.995833	-112.883333	Cretaceous	"Cretaceous 8"	70.600	65.000
55363		Troodon			14866	Canada	Alberta		51.995833	-112.883333	Cretaceous	"Cretaceous 8"	70.600	65.000
55363		Albertosaurus			14866	Canada	Alberta		51.995833	-112.883333	Cretaceous	"Cretaceous 8"	70.600	65.000
55364	"n. gen."	Buitreraptor			14869	Argentina	"Río Negro"		-39.628611	-69.184167	Cretaceous	"Cretaceous 5"	99.600	93.500
55384	?	Lambeosaurus		Dinosauria	3120	Mexico	"Baja California Del Norte"		30.166667	-115.666667	Cretaceous	"Cretaceous 7"	83.500	70.600
55385		Edmontosaurus		Anatosaurus	14880	"United States"	Montana		47.5375	-107.1684	Cretaceous	"Cretaceous 8"	65.6	65.4
55387	"n. gen."	Rhabdodon	"n. gen."	Rhabdodon	7647	France	Bouches-du-Rhône		43.3833	5.3000	Cretaceous	"Cretaceous 8"	70.600	65.000
55388	""""	Hypselosaurus		Dinosauria	17112	France	Languedoc-Roussillon	Aude	43.110833	2.900833	Cretaceous	"Cretaceous 8"	70.600	65.000
55389	"n. gen."	Tsagantegia			36629	Mongolia	Dornogov		44.4833	110.333	Cretaceous		99.600	89.300
55390		Megaloolithus		Dinosauria	25015	Spain	Cataluña	Lleida	42.173918	1.11737	Cretaceous	"Cretaceous 8"	70.600	65.000
55410		Anchisauripus		Atreipus	14907	"United States"	"New Jersey"	Hunterdon	40.5486	-75.335	Triassic	"Triassic 4"	216.500	203.600
55411		Anchisauripus		Atreipus	14907	"United States"	"New Jersey"	Hunterdon	40.539444	-75.064167	Triassic	"Triassic 4"	216.500	203.600
55412		Eubrontes		Grallator	14907	"United States"	"New Jersey"	Bergen	40.826389	-74.106667	Triassic	"Triassic 4"	216.500	203.600
55412		Coelurosaurichnus			14907	"United States"	"New Jersey"	Bergen	40.826389	-74.106667	Triassic	"Triassic 4"	216.500	203.600
55412		Anchisauripus		Atreipus	14907	"United States"	"New Jersey"	Bergen	40.826389	-74.106667	Triassic	"Triassic 4"	216.500	203.600
55412		Eubrontes		Anchisauripus	14907	"United States"	"New Jersey"	Bergen	40.826389	-74.106667	Triassic	"Triassic 4"	216.500	203.600
55413		Eubrontes		Brontozoum	15285	"United States"	Pennsylvania	York	40.152500	-76.75	Triassic	"Triassic 4"	216.500	203.600
55413		Anomoepus			15285	"United States"	Pennsylvania	York	40.152500	-76.75	Triassic	"Triassic 4"	216.500	203.600
55413		Anchisauripus		Atreipus	15285	"United States"	Pennsylvania	York	40.152500	-76.75	Triassic	"Triassic 4"	216.500	203.600
55414		Eubrontes		Anchisauripus	14907	"United States"	Pennsylvania	Adams	40.000000	-77.081944	Triassic	"Triassic 4"	216.500	203.600
55414		Grallator			14907	"United States"	Pennsylvania	Adams	40.000000	-77.081944	Triassic	"Triassic 4"	216.500	203.600
55414		Anchisauripus		Atreipus	14907	"United States"	Pennsylvania	Adams	40.000000	-77.081944	Triassic	"Triassic 4"	216.500	203.600
55414	?	Otozoum			14907	"United States"	Pennsylvania	Adams	40.000000	-77.081944	Triassic	"Triassic 4"	216.500	203.600
