collection_no	occurrences.genus_reso	occurrences.genus_name	original.genus_reso	original.genus_name	collections.reference_no	collections.country	collections.state	collections.county	collections.latdec	collections.lngdec	collections.period	collections.10_my_bin	collections.ma_max	collections.ma_min
55415		Anchisauripus		Atreipus	14907	"United States"	Pennsylvania	Montgomery	40.152500	-75.456389	Triassic	"Triassic 4"	216.500	203.600
55416		Anchisauripus		Atreipus	14907	Canada	"Nova Scotia"	Kings	45.200000	-64.616667	Triassic	"Triassic 3"	228.000	216.500
55417		Coelurosaurichnus			14907	Germany	Bayern		49.4833	10.6167	Triassic	"Triassic 3"	228.000	216.500
55417		Coelurosaurichnus		Atreipus	14907	Germany	Bayern		49.4833	10.6167	Triassic	"Triassic 3"	228.000	216.500
55418		Eubrontes		Grallator	14907	"United States"	"New Jersey"	Essex	40.752778	-74.19	Triassic	"Triassic 4"	216.500	203.600
55418		Anchisauripus			14907	"United States"	"New Jersey"	Essex	40.752778	-74.19	Triassic	"Triassic 4"	216.500	203.600
55418		Eubrontes		Anchisauripus	14907	"United States"	"New Jersey"	Essex	40.752778	-74.19	Triassic	"Triassic 4"	216.500	203.600
55420		Megalosauropus		Megalosauropus	14908	Uzbekistan			38.92361	66.84083	Jurassic	"Jurassic 5"	161.200	150.800
55421		Megalosauropus		Megalosauripus	14908	Turkmenistan			36.8272	61.644	Jurassic		161.200	145.500
55421		Therangospodus			14908	Turkmenistan			36.8272	61.644	Jurassic		161.200	145.500
55422		Megalosauropus		Theropoda	17979	Portugal	Setúbal		38.566667	-8.733333	Jurassic	"Jurassic 5"	161.200	150.800
55423		Eubrontes		Gigandipus	14910	"United Kingdom"	Scotland		57.616667	-6.2	Jurassic	"Jurassic 4"	167.700	164.700
55425	"n. gen."	Huaxiagnathus			14896	China	Liaoning		42.225	125.568	Cretaceous		130.000	112.000
55426		Microraptor			26687	China	Liaoning		41.4978	121.2228	Cretaceous	"Cretaceous 3"	125.000	112.000
55426	"n. gen."	Yixianornis			26687	China	Liaoning		41.4978	121.2228	Cretaceous	"Cretaceous 3"	125.000	112.000
55444	"n. gen."	Macrogryphosaurus		Iguanodontia	14936	Argentina	Neuquén		-38.500833	-68.721111	Cretaceous	"Cretaceous 6"	89.300	85.800
55445	"n. gen."	Muyelensaurus		Eutitanosauria	14938	Argentina	Neuquén		-37.38842	-69.26609	Cretaceous	"Cretaceous 6"	93.500	85.800
55446		Guaibasaurus			14939	Brazil	"Rio Grande do Sul"	"Faxinal do Soturno County"	-29.568889	-53.339722	Triassic	"Triassic 4"	216.500	203.600
55461		Tanius		Tanius	14891	China	Shandong	Laiyang	36.886549	120.658951	Cretaceous	"Cretaceous 7"	83.500	70.600
55461		Tsintaosaurus			14891	China	Shandong	Laiyang	36.886549	120.658951	Cretaceous	"Cretaceous 7"	83.500	70.600
55461	"n. gen."	Tsintaosaurus			14891	China	Shandong	Laiyang	36.886549	120.658951	Cretaceous	"Cretaceous 7"	83.500	70.600
55464		Tarbosaurus	"n. gen."	Chingkankousaurus	14891	China	Shandong	Laiyang	36.886540	120.658951	Cretaceous	"Cretaceous 7"	83.500	70.600
55466		Tsintaosaurus			14891	China	Shandong	Laiyang	36.886549	120.658951	Cretaceous	"Cretaceous 7"	83.500	70.600
55469		Tanius			14891	China	Shandong	Laiyang	36.5978	120.7678	Cretaceous	"Cretaceous 7"	83.500	70.600
55471		Ovaloolithus		Oolithes	26942	China	Shandong	Laiyang	36.900807	120.660061	Cretaceous	"Cretaceous 7"	83.500	70.600
55473		Psittacosaurus			14891	China	Shandong	Laiyang	37.667	119.6667	Cretaceous	"Cretaceous 3"	125.000	112.000
55475		Psittacosaurus			14891	China	Shandong	Laiyang	36.9758	120.7136	Cretaceous	"Cretaceous 3"	125.000	112.000
55479		Anchisauripus			14964	Argentina	"San Luis"		-32.55	-67.033333	Cretaceous		145.500	130.000
55480		Eubrontes			14965	France	Aveyron		44.1000	3.833	Jurassic	"Jurassic 1"	199.600	196.500
55483		Diplodocus			14966	"United States"	Wyoming	Albany	41.9517	-106.311	Jurassic		155.700	145.500
55483		Stegosaurus			14966	"United States"	Wyoming	Albany	41.9517	-106.311	Jurassic		155.700	145.500
55483		Camarasaurus			14966	"United States"	Wyoming	Albany	41.9517	-106.311	Jurassic		155.700	145.500
55484		Camptosaurus			14966	"United States"	Wyoming		41.9800	-106.1457	Jurassic		155.700	145.500
55486		Apatosaurus			14966	"United States"	Wyoming	Albany	41.893056	-105.979722	Jurassic		155.700	145.500
55486		Drinker			14966	"United States"	Wyoming	Albany	41.893056	-105.979722	Jurassic		155.700	145.500
55487		Allosaurus			14072	"United States"	Wyoming	Albany	41.893056	-105.979722	Jurassic		155.700	145.500
55487		Apatosaurus			14072	"United States"	Wyoming	Albany	41.893056	-105.979722	Jurassic		155.700	145.500
55487		Dryosaurus			14072	"United States"	Wyoming	Albany	41.893056	-105.979722	Jurassic		155.700	145.500
55492		Anchisauripus		Gigandipus	12444	"United States"	"New Jersey"	Hunterdon	40.568611	-75.095	Triassic	"Triassic 4"	216.500	203.600
55493		Anchisauripus		Atreipus	35553	"United States"	"North Carolina"	Rockingham	36.541944	-79.659444	Triassic	"Triassic 4"	216.500	203.600
55518		Valdosaurus			14982	"United Kingdom"	England	"Isle of Wight"	50.630556	-1.404167	Cretaceous	"Cretaceous 2"	136.400	125.000
55518	"n. gen."	Eotyrannus			14982	"United Kingdom"	England	"Isle of Wight"	50.630556	-1.404167	Cretaceous	"Cretaceous 2"	136.400	125.000
55527		Anomoepus			14992	"United States"	"New Jersey"	Essex	40.815278	-74.325833	Jurassic	"Jurassic 1"	199.600	196.500
55527		Eubrontes	?	Hyphepus	14992	"United States"	"New Jersey"	Essex	40.815278	-74.325833	Jurassic	"Jurassic 1"	199.600	196.500
55527		Eubrontes		Grallator	14992	"United States"	"New Jersey"	Essex	40.815278	-74.325833	Jurassic	"Jurassic 1"	199.600	196.500
55529	"n. gen."	Sinornithomimus			14984	China	"Nei Mongol"		41.286111	103.877222	Cretaceous	"Cretaceous 6"	93.500	89.300
55536	"n. gen."	Shenshiornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536		Yanornis		Yanornis	26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536	"n. gen."	Huoshanornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536	"n. gen."	Jeholornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536		Sapeornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536		Sapeornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536		Microraptor			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536		Confuciusornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536	"n. gen."	Dapingfangornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55536	"n. gen."	Pengornis			26670	China	Liaoning	Chaoyang	41.4239	120.1753	Cretaceous	"Cretaceous 3"	125.000	112.000
55682		Dilong			15009	China	Liaoning		41.6198	120.8961	Cretaceous		130.000	112.000
55682		Caudipteryx			15009	China	Liaoning		41.6198	120.8961	Cretaceous		130.000	112.000
55683	"n. gen."	Yixianosaurus			14922	China	Liaoning		39.8786	123.4389	Cretaceous		130.000	112.000
55683	"n. gen."	Liaoningosaurus			14922	China	Liaoning		39.8786	123.4389	Cretaceous		130.000	112.000
55685	"n. gen."	Liaoceratops			12906	China	Liaoning		41.3664	124.6836	Cretaceous	"Cretaceous 3"	123.2	123.2
55685		Sinovenator			12906	China	Liaoning		41.3664	124.6836	Cretaceous	"Cretaceous 3"	123.2	123.2
55687	"n. gen."	Proornis			33348	"North Korea"	Pyongan		40.1	124.4167	Cretaceous		145.500	99.600
55688	"n. gen."	Nanyangosaurus			24214	China	Henan	Neixiang	33.497811	112.879426	Cretaceous	"Cretaceous 4"	112.000	99.600
55708	"n. gen."	Microraptor			14919	China	Liaoning	Chaoyang	41.4950	120.2256	Cretaceous	"Cretaceous 3"	125.000	112.000
55708	"n. gen."	Archaeovolans			14919	China	Liaoning	Chaoyang	41.4950	120.2256	Cretaceous	"Cretaceous 3"	125.000	112.000
55709	"n. gen."	Dilong			11729	China	Liaoning	Beipiao	41.60335	120.91327	Cretaceous		130.000	112.000
55713	"n. gen."	Erliansaurus			15000	China	"Nei Mongol"		43.8403	113.7156	Cretaceous	"Cretaceous 6"	93.500	83.500
55713	"n. gen."	Neimongosaurus			15000	China	"Nei Mongol"		43.8403	113.7156	Cretaceous	"Cretaceous 6"	93.500	83.500
55740		Neuquensaurus			15053	Argentina	"Río Negro"		-38.816667	-68.066667	Cretaceous	"Cretaceous 7"	83.500	70.600
55741		Eubrontes			14963	"United States"	Connecticut		41.651111	-72.656944	Jurassic	"Jurassic 1"	199.600	196.500
55741		Grallator			14963	"United States"	Connecticut		41.651111	-72.656944	Jurassic	"Jurassic 1"	199.600	196.500
55741		Eubrontes		Anchisauripus	14963	"United States"	Connecticut		41.651111	-72.656944	Jurassic	"Jurassic 1"	199.600	196.500
55741		Eubrontes			14963	"United States"	Connecticut		41.651111	-72.656944	Jurassic	"Jurassic 1"	199.600	196.500
55749		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55750		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55751		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55752		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55753		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55754		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55755		Brontopodus		Sauropoda	14683	Portugal			39.416667	-9.21667	Jurassic	"Jurassic 6"	150.800	145.500
55758	"n. gen."	Achillobator		Dromaeosauridae	15060	Mongolia	Dornogov		44.340000	109.858889	Cretaceous		99.600	83.500
55882	?	Kritosaurus			15088	"United States"	"New Mexico"	"San Juan"	36.2711	-108.2091	Cretaceous	"Cretaceous 7"	83.500	70.600
55884	"n. gen."	Archaeodontosaurus			15067	Madagascar	Mahajanga		-16.416667	47.133333	Jurassic	"Jurassic 4"	167.700	164.700
55995	"n. gen."	Archaeopteryx	"n. gen."	Compsognathus	36796	Germany	Bayern		48.9	11.9	Jurassic	"Jurassic 6"	150.800	145.500
55996		Eubrontes	""""	Brontozoum	15104	Lesotho			-28.9	28.167	Jurassic	"Jurassic 1"	196.500	189.600
55997		Grallator	""""	Brontozoum	15104	Lesotho			-29.6333	27.5167	Jurassic	"Jurassic 1"	196.500	189.600
55998		Eubrontes	""""	Brontozoum	15104	Lesotho			-28.7833	28.2333	Jurassic	"Jurassic 1"	196.500	189.600
56001		Neotrisauropus			15104	Lesotho			-28.8833	28.500	Jurassic	"Jurassic 1"	196.500	189.600
56001		Neotrisauropus			15104	Lesotho			-28.8833	28.500	Jurassic	"Jurassic 1"	196.500	189.600
56003		Prototrisauropus			15104	Lesotho			-30.35	27.6	Jurassic	"Jurassic 1"	199.600	189.600
56003		Grallator		Prototrisauropus	15104	Lesotho			-30.35	27.6	Jurassic	"Jurassic 1"	199.600	189.600
56003		Grallator		Prototrisauropus	15104	Lesotho			-30.35	27.6	Jurassic	"Jurassic 1"	199.600	189.600
56004		Grallator	""""	Brontozoum	15104	Lesotho			-29.46667	27.46667	Jurassic	"Jurassic 1"	199.600	189.600
56010		Trisauropodiscus	aff.	Anomoepus	15104	Lesotho			-30.21667	27.48333	Jurassic	"Jurassic 1"	199.600	189.600
56018	""""	Thotobolosaurus		Melanorosauridae	16653	Lesotho			-30.2167	27.5167	Triassic	"Triassic 4"	216.500	199.600
56020		Trisauropodiscus	cf.	Anomoepus	15108	Lesotho			-30.2167	27.5167	Triassic	"Triassic 4"	216.500	199.600
56026		Neotrisauropus	cf.	Anomoepus	15109	Lesotho			-30.4	27.7167	Jurassic	"Jurassic 1"	199.600	189.600
56026		Grallator		Moyenisauropus	15109	Lesotho			-30.4	27.7167	Jurassic	"Jurassic 1"	199.600	189.600
56026		Moyenisauropus			15109	Lesotho			-30.4	27.7167	Jurassic	"Jurassic 1"	199.600	189.600
56026	aff.	Eubrontes			15109	Lesotho			-30.4	27.7167	Jurassic	"Jurassic 1"	199.600	189.600
56026		Anomoepus		Moyenisauropus	15109	Lesotho			-30.4	27.7167	Jurassic	"Jurassic 1"	199.600	189.600
56026		Moyenisauropus			15109	Lesotho			-30.4	27.7167	Jurassic	"Jurassic 1"	199.600	189.600
56029		Pseudotetrasauropus		Pseudotetrasauropus	15109	Lesotho			-29.36667	27.43333	Triassic		228.000	203.600
56029	cf.	Otozoum			15109	Lesotho			-29.36667	27.43333	Triassic		228.000	203.600
56029		Grallator		Prototrisauropus	15109	Lesotho			-29.36667	27.43333	Triassic		228.000	203.600
56030	"n. gen."	Pseudotetrasauropus	cf.	Otozoum	15109	Lesotho			-29.15	29.3333	Triassic		228.000	203.600
56129	"n. gen."	Tazoudasaurus			15118	Morocco	Ouarzazate		31.2647	-6.5908	Jurassic		189.600	175.600
56130	"n. gen."	Berberosaurus		Theropoda	15118	Morocco	Ouarzazate		31.2647	-6.5908	Jurassic		189.600	175.600
56130		Tazoudasaurus			15118	Morocco	Ouarzazate		31.2647	-6.5908	Jurassic		189.600	175.600
56131		Eubrontes			15120	"United States"	Utah	Washington	37.101556	-113.534945	Jurassic	"Jurassic 1"	199.600	196.500
56131		Eubrontes		Grallator	15120	"United States"	Utah	Washington	37.101556	-113.534945	Jurassic	"Jurassic 1"	199.600	196.500
56155	"n. gen."	Yimenosaurus			15137	China	Yunnan	Yimen	24.3550	102.5422	Jurassic		199.600	175.600
56156	"n. gen."	Lessemsaurus			15138	Argentina	"La Rioja"	Independencia	-30.4167	-66.833	Triassic	"Triassic 4"	216.500	199.600
56157	"n. gen."	Rinconsaurus			15139	Argentina	Neuquén		-37.383333	-68.9	Cretaceous	"Cretaceous 6"	89.300	85.800
56167		Nanosaurus		Othnielia	17018	"United States"	Wyoming	Crook	44.4581	-104.7347	Jurassic		155.700	145.500
56167		Camarasaurus			17018	"United States"	Wyoming	Crook	44.4581	-104.7347	Jurassic		155.700	145.500
56167		Dryosaurus			17018	"United States"	Wyoming	Crook	44.4581	-104.7347	Jurassic		155.700	145.500
56188		Saturnalia			7097	Brazil	"Rio Grande do Sul"		-29.697778	-53.774167	Triassic		228.000	203.600
56271		Kritosaurus			15088	"United States"	"New Mexico"	"San Juan"	36.294444	-108.1025	Cretaceous		83.500	65.000
56293		Kritosaurus			15088	"United States"	"New Mexico"	"San Juan"	36.270278	-108.144444	Cretaceous		83.500	65.000
56321	"n. gen."	Dinehichnus			15170	"United States"	Utah	Summit	37.021944	-109.557778	Jurassic	"Jurassic 5"	155.700	150.800
56365	"n. gen."	Oxalaia			15184	Brazil	Maranhão		-2.4781	-44.4614	Cretaceous		112.000	93.500
56365		Carcharodontosaurus		Sigilmassasaurus	15184	Brazil	Maranhão		-2.4781	-44.4614	Cretaceous		112.000	93.500
56365		Spinosaurus			15184	Brazil	Maranhão		-2.4781	-44.4614	Cretaceous		112.000	93.500
56365		Oxalaia		Spinosaurinae	15184	Brazil	Maranhão		-2.4781	-44.4614	Cretaceous		112.000	93.500
56365	cf.	Bahariasaurus			15184	Brazil	Maranhão		-2.4781	-44.4614	Cretaceous		112.000	93.500
56385	?	Parasaurolophus			15088	"United States"	"New Mexico"	"San Juan"	36.2420	-108.1913	Cretaceous		83.500	65.000
56421		Stegosaurus			14256	"United States"	Oklahoma	Cimarron	36.903056	-102.962778	Jurassic		155.700	145.500
56422		Apatosaurus			14256	"United States"	Oklahoma	Cimarron	36.903056	-102.962778	Jurassic		155.700	145.500
56429	?	Kritosaurus			15088	"United States"	"New Mexico"	"San Juan"	36.270278	-108.144444	Cretaceous		83.500	65.000
56586		Stegosaurus			15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic		155.700	145.500
56586		Allosaurus			15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic		155.700	145.500
56590		Allosaurus			15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic	"Jurassic 5"	155.700	150.800
56590		Camptosaurus		Iguanodon	15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic	"Jurassic 5"	155.700	150.800
56590		Diplodocus			15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic	"Jurassic 5"	155.700	150.800
56596		Camarasaurus			15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic		155.700	145.500
56599		Diplodocus			15239	"United States"	Colorado	Mesa	39.20008	-109.3613	Jurassic		155.700	145.500
56614	?	Albertosaurus			15240	"United States"	Colorado	Fremont	38.3730550	-105.2005456	Cretaceous		83.500	65.000
56646	?	Kritosaurus			15088	"United States"	"New Mexico"	"San Juan"	36.836389	-107.768056	Cretaceous	"Cretaceous 7"	83.500	70.600
56683	"n. gen."	Brachiosaurus			9790	"United States"	Colorado	Mesa	39.761	-108.647	Jurassic		155.700	145.500
56684		Stegosaurus			15264	"United States"	Colorado	Mesa	39.761	-108.647	Jurassic		155.700	145.500
56684	?	Brachiosaurus			15264	"United States"	Colorado	Mesa	39.761	-108.647	Jurassic		155.700	145.500
56684		Allosaurus			15264	"United States"	Colorado	Mesa	39.761	-108.647	Jurassic		155.700	145.500
56962		Eubrontes		Grallator	15362	Poland			51.2333	20.9167	Jurassic	"Jurassic 2"	189.600	183.000
56963		Moyenisauropus			15362	Poland			51.3333	20.5833	Jurassic	"Jurassic 1"	199.600	196.500
56963		Eubrontes		Anchisauripus	15362	Poland			51.3333	20.5833	Jurassic	"Jurassic 1"	199.600	196.500
56964		Parabrontopodus		Sauropoda	27947	Poland			50.8833	21.3333	Jurassic	"Jurassic 1"	199.600	196.500
56964		Anomoepus		Moyenisauropus	27947	Poland			50.8833	21.3333	Jurassic	"Jurassic 1"	199.600	196.500
56964		Kayentapus			27947	Poland			50.8833	21.3333	Jurassic	"Jurassic 1"	199.600	196.500
56965		Moyenisauropus			15362	Poland			50.8833	21.3333	Jurassic	"Jurassic 1"	199.600	196.500
56999		Kayentapus			15370	Poland			50.8500	21.4500	Jurassic	"Jurassic 1"	199.600	196.500
56999	cf.	Anomoepus			15370	Poland			50.8500	21.4500	Jurassic	"Jurassic 1"	199.600	196.500
56999		Eubrontes		Anchisauripus	15370	Poland			50.8500	21.4500	Jurassic	"Jurassic 1"	199.600	196.500
56999		Parabrontopodus			15370	Poland			50.8500	21.4500	Jurassic	"Jurassic 1"	199.600	196.500
57002		Antarctosaurus	cf.	Antarctosaurus	15373	India	Maharashtra	Nagpur	20.900000	79.283333	Cretaceous	"Cretaceous 8"	70.600	65.000
57002		Titanosaurus	cf.	Titanosaurus	15373	India	Maharashtra	Nagpur	20.900000	79.283333	Cretaceous	"Cretaceous 8"	70.600	65.000
57010		Carmelopodus			39489	"United States"	Utah	Uintah	40.578056	-109.417222	Jurassic		171.600	161.200
57059	"n. gen."	Alwalkeria	"n. gen."	Walkeria	13245	India	"Andhra Pradesh"	Adilabad	19.667	79.6333	Triassic		228.000	203.600
57061	"n. gen."	Yandusaurus			15058	China	Sichuan		29.400	104.7833	Jurassic	"Jurassic 5"	161.200	155.700
57063		Pseudotetrasauropus			28125	"United States"	Utah	Garfield	37.996667	-111.129167	Triassic	"Triassic 4"	216.500	199.600
57063		Eubrontes		Grallator	28125	"United States"	Utah	Garfield	37.996667	-111.129167	Triassic	"Triassic 4"	216.500	199.600
57064		Pseudotetrasauropus			15414	"United States"	Utah	Garfield	37.996667	-111.129167	Triassic	"Triassic 4"	216.500	199.600
57064		Eubrontes		Grallator	15414	"United States"	Utah	Garfield	37.996667	-111.129167	Triassic	"Triassic 4"	216.500	199.600
57065		Eubrontes		Grallator	15414	"United States"	Utah	Kane	37.205000	-112.122778	Jurassic		199.600	183.000
57066		Evazoum			15414	"United States"	Utah	Garfield	37.857778	-111.309722	Jurassic	"Jurassic 1"	196.500	189.600
57066		Eubrontes		Grallator	15414	"United States"	Utah	Garfield	37.857778	-111.309722	Jurassic	"Jurassic 1"	196.500	189.600
57067		Eubrontes		Grallator	15414	"United States"	Utah	Kane	37.061389	-112.279167	Jurassic		196.500	175.600
57067		Eubrontes			15414	"United States"	Utah	Kane	37.061389	-112.279167	Jurassic		196.500	175.600
57068		Kayentapus			15414	"United States"	Utah	Kane	37.061389	-112.279167	Jurassic		196.500	175.600
57068		Eubrontes		Grallator	15414	"United States"	Utah	Kane	37.061389	-112.279167	Jurassic		196.500	175.600
57071	cf.	Coelophysis			28078	"United States"	"New Mexico"	Guadalupe	34.979167	-104.150556	Triassic	"Triassic 4"	216.500	203.600
57120		Megalosaurus			10557	"United Kingdom"	England		51.20406	-3.247459	Jurassic	"Jurassic 4"	167.700	164.700
57120		Megalosaurus			10557	"United Kingdom"	England		51.20406	-3.247459	Jurassic	"Jurassic 4"	167.700	164.700
57121		Megalosaurus			10557	"United Kingdom"	England		51.900000	-1.833333	Jurassic	"Jurassic 4"	167.700	164.700
57140		Megalosaurus			10557	"United Kingdom"	England		51.900000	-1.833333	Jurassic	"Jurassic 4"	167.700	164.700
57141	"n. gen."	Camptosaurichnus			15469	Chile			-34.783333	-70.466667	Jurassic	"Jurassic 6"	150.800	145.500
57142	cf.	Triceratops			803	"United States"	Wyoming	Niobrara	43.833	-104.6333	Cretaceous	"Cretaceous 8"	69.4	65.4
57143		Polyonyx			15460	Portugal	Santarem		39.642222	-8.601111	Jurassic	"Jurassic 4"	171.600	164.700
57143	"n. gen."	Polyonyx		Brontopodus	15460	Portugal	Santarem		39.642222	-8.601111	Jurassic	"Jurassic 4"	171.600	164.700
57158	cf.	Dryptosaurus			803	"United States"	Wyoming	Niobrara	43.2333	-104.5	Cretaceous	"Cretaceous 8"	65.55	65.3
57159	cf.	Dryptosaurus			803	"United States"	Wyoming	Niobrara	43.667	-104.6	Cretaceous	"Cretaceous 8"	65.55	65.55
57161	cf.	Triceratops			803	"United States"	Wyoming	Niobrara	43.667	-104.5667	Cretaceous	"Cretaceous 8"	81.7	65.2
57162	cf.	Triceratops			803	"United States"	Wyoming	Niobrara	43.1167	-104.5833	Cretaceous	"Cretaceous 8"	81.7	65.2
57162		Edmontosaurus	cf.	Anatosaurus	803	"United States"	Wyoming	Niobrara	43.1167	-104.5833	Cretaceous	"Cretaceous 8"	81.7	65.2
57163		Edmontosaurus		Anatosaurus	803	"United States"	Wyoming	Niobrara	43.2667	-104.6167	Cretaceous	"Cretaceous 8"	78.4	65.3
